s,DialogId,turn,Type,ID,text,label,persuasion,Topic,source
1519,985125013216022528,1,CN,985243512651345920,"   Hate Americans, Mate not all americans like war. There are many service members who are agasint this. And blame our government they want to make decisions on want they want not the people.",1,emotions,Racism,ContextCounter
1520,1541393934143967232,0,HS,1541393934143967232," i know... it's not that deep... i always say shit like ""i hate straight people"" and ""eradicate the heteros"" it's never 1. serious, 2. never aimed at people in the lgbtqia+ community",0,reasons,Sexism,ContextCounter
1521,1541393934143967232,1,CN,1541394450139725824, It's aimed there whether you intend to or not. Words matter,1,emotions,Sexism,ContextCounter
1524,1318554131200724992,0,HS,1318554131200724992,"I love Democrats telling me I have to vote Biden. Bitch, Im an Independent. I don't owe your shit party anything. My vote was very easy to earn but the DNC did everything they could to let me know they are not interested in fighting for the policies I believe in.",0,reasons,Sexism,ContextCounter
1525,1318554131200724992,1,CN,1318568779865939970, Ok so where are you on marijuana decriminalization?,1,reasons,Sexism,ContextCounter
1526,1318554131200724992,2,CN,1318555065737748482, Everyone is entitled to their own opinion. Happy to know trying to bring slavery back to the United States is ok with you. Vote as you please.,1,reasons,Sexism,ContextCounter
1529,1237972701291204608,0,HS,1237972701291204608,"tw: body image, fat shaming
vent-
-
as most of yall know, i’m fat. like very fat. and i hate when people are like “omg ur not fat, ur just thick” or shit like that. like i know i’m fat, and i’m ok with it. but sometimes i wish that fat people had the same opportunities (cont)",0,reasons,Other,ContextCounter
1530,1237972701291204608,1,CN,1238056317560008704," i wish the world was fair and that people would let go of those toxic fucking beauty standards but let me tell you something: being fat doesn't mean to be ugly. yes, beauty is both inside and out. that may seem like a cliche but it's the truth. there will always be dumb people-",1,emotions,Other,ContextCounter
1531,1221148442061426688,0,HS,1221148442061426688,"Soo, after a 12 hour shift, I said I'd go and pick the Mrs up from 'drinks with her pals'... I cannot stand drunk people when I'm sober, even worse when I'm shattered... I can see this being the first time I fall out with her. 🙄😂",0,None,Other,ContextCounter
1532,1221148442061426688,1,CN,1221149384940773376, Why would you say yes to this knowing you had a 12 hour shift 😂😂😂,1,None,Other,ContextCounter
1533,1320388405243662336,0,HS,1320388405243662336,Selling Pussy is not the only job in the world uno that right?? My friend makes $1200 a day just doing eyelashes. Just putting that out there if your not happy being a sex worker 💜,0,reasons,Other,ContextCounter
1534,1320388405243662336,1,CN,1320403912063635458, Selling pussy isn’t a job from the jump..,1,None,Other,ContextCounter
1390,1238344513376014336,0,HS,1238344513376014336,"Now these bottomless stupid CCP bots will talk about science. These fkng btards must have their ass whipped blue. 

I pray to God that Communists all over the world die a painful death.

Fk Communist China #WuhanVirus https://t.co/4Vxi88ZUxB",0,reasons,Racism,ContextCounter
1391,1238344513376014336,1,CN,1238345382452551682, Delete this. Wishing death because of political alignment? This is not done.,1,emotions,Racism,ContextCounter
1394,1236895750392434688,0,HS,1236895750392434688,"Epidemics are named after where they originate. If you're a sensitive #communist dictatorship and you don't want to be associated with a deadly global pandemic - stay away from bats... 🙃🤔🦇

#WuhanVirus #KungFlu #China #CoronaVirus #COVID2019 https://t.co/sqoaZlh7Bb",0,reasons,Racism,ContextCounter
1395,1236895750392434688,1,CN,1237146008800440320,  So call it white supremacist fascist flu and spit on the nearest caucasian when you say it.,1,emotions,Racism,ContextCounter
1396,835705102484688896,0,HS,835705102484688896, the problem is I despise female beef in HH. It supports the notion there is only room for one at the top....,0,reasons,Sexism,ContextCounter
1397,835705102484688896,1,CN,835705564554493952, i respect your position .... but this is hip hop .. and nicky has elevated herself to a particular position this is a test,1,emotions,Sexism,ContextCounter
1398,1200649847323283456,0,HS,1200649847323283456," You know ,more than five girls have been raped within 2-3 days in india and our government doesn't even consider it as a problem ,I swear I hate Indian people and I hate our government",0,reasons,Other,ContextCounter
1399,1200649847323283456,1,CN,1200651155249844224," Hong Kong police release tear gas which contains doxins , and it may cause us to have cancer and we maybe can't have children in the future . Police hit protestors whose are only university students and pregnant woman. They almost killed a protestor with a bullet.",1,reasons,Other,ContextCounter
101,1517620203269783552,0,HS,1517620203269783552, I don't like China that is a meme. Nor do soverign countries have the right to rule over millions of people with armed violence.,0,reasons,Racism,ContextCounter
102,1517620203269783552,1,CN,1517620734264328193, You get bad cops and peopld in the military in literally every single country on the map. You can disagree with what a country is doing and still acknowledge they have a right to exist.,1,emotions,Racism,ContextCounter
1402,1219423427401928704,0,HS,1219423427401928704," Wake up people! CCP never speaks the truth! 

Chineses who have the guts to speak out about #ChinaPneumonia on social media like Weibo or WeChat got their accounts suspended or detained.

“3 people” are dead because of this virus. Stay clean &amp; mask on😷

https://t.co/vY8z3wR1ZP",0,reasons,Racism,ContextCounter
1403,1219423427401928704,1,CN,1219457620207120384,  It's not very serious. I'm in Wuhan. The epidemic is mainly in Hankou. Don't create panic,1,credibility,Racism,ContextCounter
1501,1130954113196412928,0,HS,1130954113196412928,"To show my support for the trans community, I will be transitioning to male tomorrow afternoon at 4pm.

At 5pm I’ll transition back to female, because I despise men and could never be one for more than an hour.",0,reasons,Sexism,ContextCounter
1502,1130954113196412928,1,CN,1131105438202654720,"  I think the important question is:

What will you be doing during that hour, and why do you find it necessary?",1,reasons,Sexism,ContextCounter
1509,1464366841766334464,0,HS,1464366841766334464,"Fatphobia got thin girls in a chokehold girl. Snapback culture is an extension of fatphobia and pregnant women sit there hand hate their bodies post pregnancy because they're ""still big"" like they didn't just create a PERSON and the focus is ""I'm still fat"".",0,reasons,Other,ContextCounter
1510,1464366841766334464,1,CN,1464475848766111744,  Girl some people don’t want to be fat just like some people don’t want to be skinny. Not everything is a ‘phobia’ my God,1,emotions,Other,ContextCounter
1512,1464366841766334464,3,CN,1464470797829894144," Ppl don't get that this is a part of postpartum depression &amp; anxiety a lot of the times, but yall be on here just sayin anything. It's much deeper than just being bigger than you've ever been long after birth. You no longer know who you are inside or out.",1,reasons,Other,ContextCounter
1514,1515505148763820032,0,HS,1515505148763820032, This shit is actually making me realize I do not like men😭😭,0,reasons,Sexism,ContextCounter
1515,1515505148763820032,1,CN,1515685042168676358,"  Due respect, y’all really have to stop this shit. This one post opens up conversation about how women think men are trash etc. All that does is create more friction between our people. At this point it’s so unnecessary.",1,emotions,Sexism,ContextCounter
1535,1541092721913483265,0,HS,1541092721913483265,"I hate white people talking in aave and over using it, it ligimently urks me. Please just stop.
It's so cringe being in public around that and to be the only person not talking like that despite being black.
It's not as cool as you think it is I promise. :(",0,reasons,Racism,ContextCounter
1536,1541092721913483265,1,CN,1541094536566476801," It'd be less corny if they understood how/when to use the words they were saying

I'll never forget what they did to sus",1,emotions,Racism,ContextCounter
1552,1505997017558011906,0,HS,1505997017558011906,"If you don't like short men, and I don't like fat women ain't that the same thing?  🤔💭",0,reasons,Other,ContextCounter
1553,1505997017558011906,1,CN,1506001127225049090, It’s the diction. Being short isn’t mean or name calling. Calling someone fat is.,1,emotions,Other,ContextCounter
1556,1513626537777680386,0,HS,1513626537777680386,"I think the most pathetic take on this JK Rowling terf summit is the claim that ""she's being attacked just for having a nice lunch with other women""

No, Karens, she's being attacked for lunching with a hate group. If she had a cozy supper with Tommy Robinson it would be the same",0,reasons,Racism,ContextCounter
1557,1513626537777680386,1,CN,1513946876906811394," She should not be attacked, period, for her opinions.  How about mind your own business coming back.",1,emotions,Racism,ContextCounter
1559,1513626537777680386,3,CN,1513845687255015430, Gonna take a wild stab in the dark and bet that you have pronouns in your bio 🤦🏼‍♂️,1,reasons,Racism,ContextCounter
1560,1513626537777680386,4,CN,1514354406141181956, I don't understand which of those people have said hateful things. It's not hateful to say people can't change sex. It's the truth.,1,emotions,Racism,ContextCounter
1561,1513626537777680386,5,CN,1513895871062196224," “Just having lunch with a group of people”
- yeah the kkk, proud boys, neo nazis, threepers etc. Are all also groups of people you can “just have lunch with.” We all know it means something else though",1,reasons,Racism,ContextCounter
1562,1513626537777680386,6,CN,1513877541018382337," I see plenty of hate but it’s not from the side you think it is. 

The fact this lunch has you all so exercised is evidence enough of that. 

But, you know, you do you. With every additional intervention you hold yourself up to more and more ridicule, whilst 99.9% just watch. https://t.co/KfCZkUtV7d",1,emotions,Racism,ContextCounter
1563,1513626537777680386,7,CN,1513859318378110985," Using ""Karen"" as a slur is ageist, sexist and misogynist. Do quiet the hate.",1,reasons,Racism,ContextCounter
1564,1513626537777680386,8,CN,1513806866601623553, Y'all are the ones who are hating on her for hanging out with her friends.,1,emotions,Racism,ContextCounter
1565,1430129291640164353,0,HS,1430129291640164353,"I refused to read his column, because even the teaser text suggested it was loser clickbait. 

I'm reminded of people who say shit like ""I don't like spice"" or ""I don't like Asian flavors."" Like WTF are you even talking about. https://t.co/QHZ3eIO2MQ",0,reasons,Other,ContextCounter
1566,1430129291640164353,1,CN,1430129292873281536,"The ""I don't like spice"" line is my favorite, because it's 50-50 they mean hot peppers. Although there are the people who are like ""no cumin,"" ""no turmeric"" . . . What the hell are y'all eating at home? I don't want to know.",1,emotions,Other,ContextCounter
1567,1094241111789522946,0,HS,1094241111789522946,I FUCKING hate religious people.... https://t.co/m8CRVtDtAq,0,reasons,Religious,ContextCounter
1568,1094241111789522946,1,CN,1094262511078199297, As someone who is religious I have to say that person was SO wrong to do that to her. There is zero theological basis to back the idea that someone goes to Hell for that. ZERO. I’m disgusted by that woman’s actions. 😡,1,emotions,Religious,ContextCounter
1571,1465038459509395459,0,HS,1465038459509395459,what's the problem about women living with their natural bodies which means having pubic hair??? I can't stand women demonizing other women who don't shave just for a male y'all are grown stop this mindset which is harmful imposing certain beauty standards seriously https://t.co/mZQ2txVPrm,0,reasons,Sexism,ContextCounter
1572,1465038459509395459,1,CN,1465052562139144193," hoe this hoe that... some women refuse to find defining personality traits that developed from being raised in oppressive institutions but hey who cares if men find you sexy like in those free videos online, right!?",1,reasons,Sexism,ContextCounter
1573,1468083279505117186,0,HS,1468083279505117186,"I admit it, I don't like white people https://t.co/8W9A80QOWs",0,reasons,Racism,ContextCounter
1574,1468083279505117186,1,CN,1468095863226613761," Appreciate the honesty.  You do realize that makes you racist, right?",1,reasons,Racism,ContextCounter
1578,1208354946749550594,0,HS,1208354946749550594,"And y'all call Muslims terrorists ??????? He's just a fucking kid what the FUCK 
#China_is_terrorist
https://t.co/xFL0E58pNn",0,reasons,Religious,ContextCounter
1579,1208354946749550594,1,CN,1208376100101017600," This is horrifying and utterly inhumane, while I can understand the fear of religion to a degree, to actually act on it, and in such a manner is disgusting and should be condemned.",1,emotions,Religious,ContextCounter
1580,1208354946749550594,2,CN,1208366072589455365,"  That's a baby..  a harmless human...why are they doing that to him.. 
M y heart can't go past this ... Someone what's Happ here ?!?!?!?",1,reasons,Religious,ContextCounter
1581,1459507356119846913,0,HS,1459507356119846913,"   I don't have a sugar daddy never had one, I don't like old people, things you do publicly will influence your public image just like he judges &amp; criticizes people nathi when we here the name Mpofu we remember that affair",0,reasons,Other,ContextCounter
1582,1459507356119846913,1,CN,1459510330644733953,   That's how you choose to remember him. The guy is a brilliant lawyer but you decide to focus on something that happened before you were even born maybe. Kodwa qhubeka angisho lutho.,1,emotions,Other,ContextCounter
1584,1542276022346960897,0,HS,1542276022346960897,"  You side with Palestine because you think they’re oppressed 

I side with Palestine because I don’t like Jews 

We are not the same",0,reasons,Racism,ContextCounter
1585,1542276022346960897,1,CN,1542276767821479936,   I hope you are joking sir….,1,None,Racism,ContextCounter
1587,1402732269652135940,0,HS,1402732269652135940,When i tell you i cannot STAND white people and there weirdo im always right it has to be like this bs. Some of yall REALLY need to go outside https://t.co/1z2dL3B39K,0,reasons,Racism,ContextCounter
1588,1402732269652135940,1,CN,1402744809018867717," They called you a conservative and then pulled the 'you don't know me, if you did you'd know that's wrong to accuse me' card",1,emotions,Racism,ContextCounter
1589,1513634508725276676,0,HS,1513634508725276676,"Cam Newton got on a podcast and critique men and it was a normal day, this nigga then went on to critique women and its about to be Will Smith pt 2. I hate this app sometimes lol",0,reasons,Racism,ContextCounter
1590,1513634508725276676,1,CN,1513928971599196162, I think the issue is that Cam is not a good example of a leader. If Russ said it women would have taken it and listened but coming from a man that had 4 kids with no intention of marry the women and cheating making another baby didn’t sit well with many women.,1,emotions,Racism,ContextCounter
1591,1513634508725276676,2,CN,1513683491430481927, Men can critique men all they want. The point is men critiquing women. That will always bring fire. Sometimes just shut up. Been married 20 years &amp; still haven’t completely learned that.,1,reasons,Racism,ContextCounter
1592,1513634508725276676,3,CN,1513660179262361600," He doesnt know the 1st thing abt being a woman. He shouldnt assume he knows bcz hes a famous, but bad, QB. I dont act like I know what it's like to be a black man. But I DO try &amp; empathize w them. AND STAND UP 4 THEM. Not criticism but support.",1,emotions,Racism,ContextCounter
1593,1513634508725276676,4,CN,1513790849859129344," Yeah but the whole ""men these days"" ""women these days"" is a bad criticism anyway. I mean he could have chose his words better rather than lumping everyone in or stating his preferences for them not being what HE wants as an issue. Cam is a smart guy, he knows optics.",1,emotions,Racism,ContextCounter
1597,1513634508725276676,8,CN,1513672400201785351, Sometimes!!! Society today we no longer have the right to our own opinions.,1,emotions,Racism,ContextCounter
1598,1542492281101602820,0,HS,1542492281101602820,"   ""Hey everyone! I haven't let you know that I don't like black people yet today! Hear me roar!""",0,reasons,Racism,ContextCounter
1599,1542492281101602820,1,CN,1542497001534898178,    Why are you assuming the shooter is black?,1,reasons,Racism,ContextCounter
1601,1207974930421370881,0,HS,1207974930421370881, These are Maya’s tweets. Where does it state ”I hate transgender people”? https://t.co/W3XAfEWe7S,0,reasons,Sexism,ContextCounter
1602,1207974930421370881,1,CN,1207975982134640642," i’ve seen those. she literally lost her case so not sure what you’re defending. my entire timeline today has been people comforting trans people for this hurtful statement but instead you choose to make it about jkr. if trans people say she’s transphobic, that’s all you need.",1,emotions,Sexism,ContextCounter
1603,1540557159720800257,0,HS,1540557159720800257,"      There is a reason why she was killed?

Is there a constitutional law to perform a jungle justice on someone who talk against unnecessary posts in a school departmental WhatsApp group?

So you have a right to kill someone because they say ""I don't like Islam""?

Ahmad, are you mad?",0,reasons,Religious,ContextCounter
1604,1540557159720800257,1,CN,1540569734017683456,      So you guys don’t have the emotional intelligence to take part in a simple twitter conversation without resulting to insults. And still you want me to believe you mean well for me.,1,emotions,Religious,ContextCounter
1605,1315068440370204677,0,HS,1315068440370204677,"Between this and ""It's too white"" are some of the worst fucking things I've probably ever read. And the whole bit about ""but if the word straight was switched to gay then it'd be homophobic"" yes, it would be, just like this is heterophobic. Neither are right. https://t.co/E3Xy5BcqFp",0,reasons,Sexism,ContextCounter
1606,1315068440370204677,1,CN,1315068754326441985,"Also, it's not a valid critique. If you don't like a movie because it has straight people in it, then that's on you, but don't get upset if someone says the exact same thing about a movie with too many gays. That's called a double standard and you look ridiculous.",1,emotions,Sexism,ContextCounter
1607,1288014975164993537,0,HS,1288014975164993537," I don't like religious people...  Young lady if you don't like the show,  you can change the channel....  😁😁",0,reasons,Religious,ContextCounter
1608,1288014975164993537,1,CN,1288048131884670976," When I wrote this post. I never even thought of BBN. That is the least of my worries sincerely. I do not even watch TV this period of my life. 

My thought was about other more pressing issues I saw even before BBN started. 

You don't like Christians but I don't hate you..smiles",1,emotions,Religious,ContextCounter
1610,1544324619922034689,0,HS,1544324619922034689, IM JUST LEARNING FROM YOU AND YOUR JIM CROW IN PERSON PODCAST.I HAD TO PERFORM AN EXORCISM ON MY CAR BECAUSE OF YOU!! THE AMOUNT OF N WORDS AND I HATE BLACK PEOPLE YOU LET SPEW FROM YOUR LIPS TAINTED MY CAR THATS THE WINDOW AND AC MESSED UP. IT WAS POSSESSED BY THE KKK,0,reasons,Racism,ContextCounter
1611,1544324619922034689,1,CN,1544325058079883264, LETS BE HONEST NOW. IT WAS YOU WHO TAUGHT ME ALL THAT! JUST LIKE YOU TAUGHT ME THE WALK YOU TAUGHT ME THE TALK TOO! DONT FORGET ABOUT THE IN PERSON LESSONS YOU HELD FOR IT AS WELL!,1,emotions,Racism,ContextCounter
1612,1513210143059726342,0,HS,1513210143059726342,"Spoilers #KillingEve
.
.
Just gotta say, the argument isn’t that it’s “never” ok to kill a queer character. What’s played out and tired as hell is withholding love from two queer women, then letting them experience it for all of 5 seconds before immediately killing one. TIIIIRED.",0,reasons,Racism,ContextCounter
1613,1513210143059726342,1,CN,1513498375471222789, Why come to tge conclusion they are both 'queer' and not 'bi'?,1,reasons,Racism,ContextCounter
1614,1513210143059726342,2,CN,1513211659858284547," I really thought I'd be on the other side, defending the show after any character deaths. But there is no ""why"" from the story to motivate what happened. It's not a sacrifice, or part of the scorpion/frog/cupid/psyche themes, or anything. It's maddening.",1,reasons,Racism,ContextCounter
1539,1286643424070979584,0,HS,1286643424070979584,"If Black people could be racist then I’d be racist af, I really hate white people 😂",0,reasons,Racism,ContextCounter
1540,1286643424070979584,1,CN,1286652673979293699, Then you low key might be. Any race can be racist towards another. You don’t have be able to use racism to oppress another race to be racist. A racist is nothing more than a person a person who shows or feels discrimination or prejudice against people of other races,1,emotions,Racism,ContextCounter
1618,1397023542215168006,0,HS,1397023542215168006,"ah yes, Pride(tm) sponsored by Raytheon is what you, a so-called “leftist”, want, because think about the kids. if 11-year-old me knew being gay could encompass being a burly bear in leather, I would’ve been saved a lot of self-hate as I came out. foh with this shit. https://t.co/E9LKOXFALc",0,reasons,Sexism,ContextCounter
1619,1397023542215168006,1,CN,1397035838882467841," I cannot tell you how much I feel this tweet.  Had I known that you could be hairy, larger, and fabulously gay, I’m certain I’d have had a FAR BETTER set of late-teens and 20s.  FOR SURE. 🦍🐺",1,emotions,Sexism,ContextCounter
1625,1149740620677672960,0,HS,1149740620677672960,"This old lady at Japanese bakery really just cut in front of me, ordered the last ham and cheese croissant, and then apologized like she didnt see me. Man I'm sick of old people",0,reasons,Other,ContextCounter
1626,1149740620677672960,1,CN,1149740794980392960,"I'm 6'3"" and 232lbs, you dont just ""miss me"".",1,None,Other,ContextCounter
1627,1544287165831475200,0,HS,1544287165831475200,I can't stand straight people what did I just READ,0,reasons,Other,ContextCounter
1628,1544287165831475200,1,CN,1544481295182487555," WAS IT THE SAME SHIT I READ???? 🤢🤢🤢🤢
https://t.co/vFwhUAfH6i",1,reasons,Other,ContextCounter
1629,1220237213440438272,0,HS,1220237213440438272," Was she arrested, I mean, isolated by the French government? HORRIBLE #Chinese. They r so selfish. First they eat whatever animals that move. Second they lack hygiene sense. Third they risk infected and yet they travel everywhere in the free world. How thoughtful that is.
#WuFlu",0,reasons,Racism,ContextCounter
1630,1220237213440438272,1,CN,1220332105067945984,  You're being very stereotypical. I'm a Hong Konger who scorns this tweet. Just because this poor woman who suffers from a virus is traveling and trying to have a decent holiday has made a rather stupid decision doesn't mean the Chinese are unthoughtful and stupid. #WuFlu,1,emotions,Racism,ContextCounter
1632,1235992600827424768,0,HS,1235992600827424768,"  China hold millions in concentration camps for forced labor &amp; organ harvesting. Not to mention cultural genocide, silencing &amp; imprisoning its own ppl, causing global spread of #WuhanVirus.

Hosting the games is an honor &amp; offenders of crimes against humanity don’t deserve it",0,reasons,Racism,ContextCounter
1633,1235992600827424768,1,CN,1236925690043232257,   I don’t think it’s China that cause the global spread after all it is not spread in other regions in China besides Wuhan though 🤔,1,emotions,Racism,ContextCounter
1634,1509396165212532736,0,HS,1509396165212532736, I'm sick of drunk people deciding our fate.,0,reasons,Racism,ContextCounter
1635,1509396165212532736,1,CN,1509397974677606400,   Oh my gosh - seriously- is Barnaby intoxicated? Surely there are rules re alcohol and the workplace? This is outrageous and insult to all Australians!,1,emotions,Racism,ContextCounter
1637,1215072958156361736,0,HS,1215072958156361736,"I hate people bringing up diseases that slender people can get also to scare fat people. 

My mama ain’t fat. Ain’t never been fat. You know what she’s had since I was 12? Diabetes. 

I’m the fattest fat bitch in the land. Been fat 30 years. You know what I don’t got? Diabetes.",0,reasons,Other,ContextCounter
1638,1215072958156361736,1,CN,1215347287397826560,"  So I'm fairly skinny, but I also dont take the best care of myself. I dont work out much, and I don't eat well enough, but somehow I ""look healthy"" so its ok? I have hypothyroidism, and the first thing everyone says is ""doesn't that make you gain weight? You look fine""",1,emotions,Other,ContextCounter
1639,1215072958156361736,2,CN,1215548679001706496,  I have high blood pressure and cholesterol &amp; not fat.,1,reasons,Other,ContextCounter
1640,1215072958156361736,3,CN,1215190640247500801," The skinniest I've ever been was the sickest I've ever been.  I was almost dead, but everyone told me how healthy I looked.  People can be just horrid.",1,emotions,Other,ContextCounter
1643,1215072958156361736,6,CN,1215307191999029248, Plenty of heavy people out there and nothing is wrong with them health wise. People have different bodies at status quo weight.,1,reasons,Other,ContextCounter
1645,1207365082285514752,0,HS,1207365082285514752,white trans men are the funniest people on earth y'all are like wow i fucking hate women and think you're woke,0,reasons,Sexism,ContextCounter
1646,1207365082285514752,1,CN,1207477734588502016, Love you but please don't lump me in with a bunch of fucking misogynists some of us are better than that,1,emotions,Sexism,ContextCounter
1647,614540329165955072,0,HS,614540329165955072,I hate gays always have always will. They have earned no respect from me.,0,reasons,Sexism,ContextCounter
1648,614540329165955072,1,CN,614899422821007360,   it may be legal but you're all still going to hell. #loveloses,1,emotions,Sexism,ContextCounter
1650,1232709068562800640,0,HS,1232709068562800640,China Southern Airliner from Guangdong (hotbed with 2nd most infections in China) landing in Kenya today. CCP has control of Kenyan govt...reckless behavior from the Chinese Communists. Africa can’t protect itself from this kind of virus. #coronaviruschina #WuFlu #coronavirus https://t.co/CpgYDv7uKJ,0,reasons,Racism,ContextCounter
1651,1232709068562800640,1,CN,1232915793568026625, Please push your government to slap a travel advisory on Kenya. The Kenyan Government will not take this issue seriously until tourism takes a dive.,1,emotions,Racism,ContextCounter
1652,1232709068562800640,2,CN,1232733092131069952, This can’t be accurate. Surely leaders wouldn’t sell out their own by such an act.,1,reasons,Racism,ContextCounter
1654,1323554106133356544,0,HS,1323554106133356544,"  This is exactly why I don't like Islam as a religion, you must mention Jesus. You're religion is based on Christianity, if Christianity didn't exist you won't have a purpose at all.",0,reasons,Religious,ContextCounter
1655,1323554106133356544,1,CN,1323580914073538561,    as Muslim lam follower of Jesus unlike you who is a follower of Paul if you want to follow Jesus you have to submit yourself to your CREATOR.,1,emotions,Religious,ContextCounter
1656,1323554106133356544,2,CN,1323573120683384833,"   Do you want to criticize or do u want to learn/know ? 

Fact:
1)The messiah to return is actually Jesus (Issa) 
2)A chapter in the Quran is in praise of the mother of Jesus

If u want to learn, we can engage, if u wish to criticize, then enjoy your self-limited view of the world",1,reasons,Religious,ContextCounter
1657,1276265576621580288,0,HS,1276265576621580288, I'm sick of Muslims and their delusional bs. What good does it bring to our society?  Nothing but hatred and division. No scientific benefits that's for sure,0,reasons,Religious,ContextCounter
1658,1276265576621580288,1,CN,1276267478352568320," you might as well be sick of judaism as well, since both Islam and Christianity stemmed off that",1,reasons,Religious,ContextCounter
1659,1453796959496687626,0,HS,1453796959496687626,"I can’t stand women, I went off on her today and the mf responds with “do you love me?”

BITCH",0,reasons,Sexism,ContextCounter
1660,1453796959496687626,1,CN,1453800798530453509, well why would you go off on her,1,reasons,Sexism,ContextCounter
1661,1280281460478484480,0,HS,1280281460478484480, I cannot stand religious people and I’ve had my fair dose of the church life with my parents. I won’t tolerate anything that takes me back after I manage to leave.,0,reasons,Religious,ContextCounter
1662,1280281460478484480,1,CN,1280438817892245504,"  Wow. 
Sorry.
But you said God calling your husband not religion or the church calling him. 😊
There is a difference between being a true worshipper of God and a religion worshipper.
What if you find someone who loves and worships God in a way you haven't experienced before?",1,reasons,Religious,ContextCounter
1663,393732922534268928,0,HS,393732922534268928, : I hate Jews,0,reasons,Racism,ContextCounter
1664,393732922534268928,1,CN,393734340741316608,"  a picture of Christ and the Virgin mother, and you hate Jews? Jesus was Jewish, how does that fit with your hate?",1,reasons,Racism,ContextCounter
1666,393732922534268928,3,CN,393733825563344896,". whether you believe it or not, you will give account to God one day for that comment.  ",1,reasons,Racism,ContextCounter
1669,1276078215824580609,0,HS,1276078215824580609,"I don't like LGBT because my religion doesn't support it.
It was even written in my holy Bible that God was angry at a point because of it.
I dislike people that Smokes or drinking too; it's not in the way of God.

Not everyone is practicing your religion, let people live.",0,reasons,Religious,ContextCounter
1670,1276078215824580609,1,CN,1276227612113854465, If their living affects me then i can't let them live.,1,emotions,Religious,ContextCounter
1671,1178538620573097985,0,HS,1178538620573097985, Yuh we nigga ima cowboys fan unlike ur patriot faggot ass,0,reasons,Other,ContextCounter
1672,1178538620573097985,1,CN,1178540431182876673, Tf lmao you clearly still hurt sir. All I’m saying is that be more specific. You clearly said we meaning you were including the defense,1,emotions,Other,ContextCounter
1673,1321483833682784256,0,HS,1321483833682784256,"Tifa isn’t the only character to have her breast size announced to the world.

While I agree this is unnecessary information, the fact that a character has large boobs should not be considered “damaging”

I’m so sick of women with large boobs being treated like we are a problem. https://t.co/jnRNwXPM3t",0,reasons,Sexism,ContextCounter
1674,1321483833682784256,1,CN,1321488432728887296," I suppose as humans, we like to quantify things for comparison...but yeah, busty girls are the best! Why anyone would put you down for something like that is so ridiculous. 😓",1,emotions,Sexism,ContextCounter
1675,1371074614823055360,0,HS,1371074614823055360,i despise indian armys.,0,reasons,Religious,ContextCounter
1676,1371074614823055360,1,CN,1371074794079154181,like? don't you guys have brains!! stop fucking trending abusive hashtags ffs!!,1,reasons,Religious,ContextCounter
1677,1504918061333180416,0,HS,1504918061333180416,i cant believe after gifting 25 subs to a guy on twitch he still won't be my boyfriend. this is the 3rd time its happened 😒 i'm so sick of men leading me on all the time &amp; pretending to be grateful. why won't these losers just date me?! 🙄 its true nice girls ALWAYS finish last.,0,reasons,Racism,ContextCounter
1678,1504918061333180416,1,CN,1505379032132595712," You should never expect someone to date you because you gift subs. Like for real??? Why on earth would you think that would work?
Why is this nonsense popping up on my feed?!?!",1,emotions,Racism,ContextCounter
1679,1315371292233658368,0,HS,1315371292233658368,"Got a DM from someone saying that I’m intentionally making Chinese fans look bad and that I hate China, and I just want to clarify some things because I’m slightly stressed by this and want to sleep in peace tonight 🙂 https://t.co/n45sDdIQZv",0,reasons,Racism,ContextCounter
1680,1315371292233658368,1,CN,1315373206350499840," You have nothing to apologise for! 

Reddit is just as bad imo, what you're doing is shedding a light on toxic fan behaviour that shouldn't happen! 
Please dont feel stressed, the other content you translate and show is great &lt;3",1,reasons,Racism,ContextCounter
1682,826859491148787712,0,HS,826859491148787712, I hate LGBT!!!!!,0,reasons,Sexism,ContextCounter
1683,826859491148787712,1,CN,826988743118589952,  so easy say hate to people.. we all human try to accept #LoveisLove,1,emotions,Sexism,ContextCounter
1684,1353460092578918400,0,HS,1353460092578918400, I’m so sick of white people committing major crimes and being released,0,reasons,Racism,ContextCounter
1685,1353460092578918400,1,CN,1353529405088395264,"  I'm sick if being lumped together and your berating of the word ""white""!  You have no respect for people who are helping because they're white?  Racist much? Yes. It does go both ways. You exemplify the fact.",1,reasons,Racism,ContextCounter
1685,1353460092578918400,1,CN,1353529405088395264,"  I'm sick if being lumped together and your berating of the word ""white""!  You have no respect for people who are helping because they're white?  Racist much? Yes. It does go both ways. You exemplify the fact.",1,reasons,Racism,ContextCounter
1688,1353460092578918400,4,CN,1353517585132740608,  What about all you racist black people it applies also so get a life.,1,reasons,Racism,ContextCounter
1688,1353460092578918400,4,CN,1353517585132740608,  What about all you racist black people it applies also so get a life.,1,reasons,Racism,ContextCounter
1693,1418058135596670976,0,HS,1418058135596670976,"I hate nigga w fat ass like why is your shit so fat for , what is the reason",0,reasons,Racism,ContextCounter
1694,1418058135596670976,1,CN,1418150038040088576, I don’t appreciate you coming for my man like this,1,emotions,Racism,ContextCounter
1695,1388842760342577152,0,HS,1388842760342577152,I hate men with all my heart.,0,reasons,Sexism,ContextCounter
1696,1388842760342577152,1,CN,1388873247836581898," If a straight man said he hate gays, he'd be labeled as homophobic..
Yall even try to get  him fired. 

Guess you're also a misandrist.",1,emotions,Sexism,ContextCounter
